brand,screen_size,cpu,ram,OS,graphics,price
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Lenovo,14.0,Intel,16,Windows,Dedicated,2069.66
Dell,17.0,Intel,64,Windows,Dedicated,3061.62
Other,14.0,Intel,8,Windows,Integrated,133.55
Dell,15.6,Intel,16,Windows,Dedicated,1299.95
Dell,15.6,Intel,64,Windows,Integrated,2149.99
Dell,13.3,Intel,4,Windows,Integrated,198.98
Lenovo,13.3,Intel,16,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,14.0,Intel,32,Windows,Integrated,1046.99
Dell,14.0,Intel,64,Windows,Integrated,988.99
HP,13.5,Intel,16,Windows,Dedicated,2742.99
Dell,12.0,Intel,8,Windows,Integrated,899.99
Lenovo,13.3,Intel,8,Windows,Integrated,1049.0
Dell,15.0,Intel,16,Windows,Integrated,1046.99
Dell,15.6,Intel,16,Windows,Integrated,1827.99
Dell,15.6,Intel,32,Windows,Dedicated,2772.99
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,17.0,Intel,64,Windows,Dedicated,3346.83
Other,15.6,Intel,16,Windows,Integrated,2699.0
MSI,15.6,Intel,32,Windows,Dedicated,2599.0
Dell,14.0,Intel,16,Windows,Integrated,988.99
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Lenovo,12.5,Intel,4,Windows,Integrated,899.99
Dell,17.3,Intel,64,Windows,Dedicated,2051.37
Dell,15.6,Intel,16,Windows,Integrated,843.99
Dell,11.6,Other,8,Windows,Integrated,1012.84
Dell,15.6,Intel,16,Windows,Dedicated,1657.99
Dell,15.6,Intel,16,Windows,Integrated,1102.99
Dell,15.6,Intel,32,Windows,Integrated,2498.23
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,15.6,Intel,16,Windows,Integrated,877.99
Dell,11.6,Other,4,Chrome OS,Integrated,195.97
HP,15.6,Intel,16,Windows,Dedicated,1999.0
Other,22.0,Intel,8,Other,Integrated,2320.03
Dell,17.3,Intel,32,Windows,Dedicated,2931.99
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Lenovo,15.6,Intel,64,Windows,Dedicated,3999.0
Lenovo,14.0,Intel,24,Windows,Integrated,1599.0
LG,14.0,Intel,16,Windows,Integrated,1635.99
Dell,15.6,Intel,64,Windows,Dedicated,1999.0
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,14.0,Intel,32,Windows,Dedicated,2076.4
Dell,17.3,Intel,16,Windows,Dedicated,1699.0
Dell,13.3,Intel,16,Windows,Integrated,731.97
Lenovo,14.0,Intel,8,Windows,Dedicated,1059.0
Dell,14.0,Intel,16,Windows,Integrated,1354.99
Dell,13.3,Intel,16,Windows,Integrated,1540.99
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Lenovo,13.0,Intel,32,Windows,Integrated,2729.0
Lenovo,17.3,Intel,32,Windows,Integrated,2273.0
Dell,15.6,Intel,16,Windows,Integrated,656.85
Dell,15.6,Intel,8,Windows,Integrated,1703.99
Samsung,15.6,Intel,16,Windows,Dedicated,2388.42
Other,15.6,Intel,16,Windows,Dedicated,1799.95
Dell,13.3,Intel,8,Windows,Integrated,756.99
Dell,16.0,AMD,16,Windows,Integrated,702.99
Lenovo,14.0,Intel,8,Windows,Integrated,374.99
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Lenovo,13.3,AMD,8,Windows,Dedicated,859.0
Dell,15.6,Intel,32,Windows,Integrated,678.08
Dell,14.0,Intel,16,Windows,Integrated,841.99
Dell,15.6,Intel,16,Windows,Integrated,1347.47
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,13.3,Intel,16,Windows,Integrated,730.99
Dell,14.0,Intel,16,Windows,Integrated,941.99
Lenovo,15.6,Intel,32,Windows,Dedicated,2603.0
Dell,15.6,AMD,8,Windows,Integrated,976.99
Dell,15.6,Intel,32,Windows,Dedicated,1599.95
Dell,13.4,Intel,32,Windows,Integrated,1350.99
Lenovo,15.6,Intel,24,Windows,Integrated,1094.99
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,15.6,Intel,16,Windows,Dedicated,1399.95
Dell,14.0,Intel,32,Windows,Integrated,880.62
Dell,14.0,AMD,16,Windows,Integrated,800.19
Dell,14.0,Intel,64,Windows,Integrated,1134.49
Lenovo,14.0,Intel,16,Windows,Integrated,950.77
Other,15.6,Intel,16,Windows,Dedicated,3099.0
Dell,15.6,Intel,8,Windows,Integrated,628.99
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
HP,14.0,Other,1,Windows,Integrated,1194.77
Dell,14.0,Intel,16,Windows,Dedicated,2086.99
Lenovo,15.6,Intel,16,Windows,Dedicated,2699.0
Dell,15.6,Intel,16,Windows,Dedicated,1799.0
Lenovo,17.3,AMD,8,Windows,Integrated,686.9
Asus,15.6,Intel,16,Windows,Dedicated,1999.99
Dell,16.0,AMD,32,Windows,Integrated,925.99
Dell,15.6,Intel,16,Windows,Dedicated,1799.81
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,15.6,Intel,8,Windows,Integrated,725.0
Dell,17.3,Intel,64,Windows,Dedicated,3157.99
Dell,15.6,Intel,16,Windows,Dedicated,1499.95
Asus,14.0,Intel,8,Windows,Integrated,1099.0
HP,17.3,Intel,64,Windows,Dedicated,5598.29
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Lenovo,14.0,Intel,16,Windows,Integrated,979.99
Lenovo,15.6,AMD,8,Windows,Integrated,599.0
Dell,13.3,Intel,8,Windows,Integrated,683.99
Lenovo,14.0,Intel,16,Windows,Integrated,695.77
Lenovo,16.0,Intel,16,Windows,Integrated,1799.0
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,17.3,Intel,16,Windows,Dedicated,2395.0
Acer,15.6,Other,4,Chrome OS,Integrated,258.9
Dell,15.6,Intel,32,Windows,Dedicated,1038.28
Asus,15.6,AMD,32,Windows,Dedicated,2099.99
Dell,16.0,AMD,32,Windows,Integrated,765.11
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Lenovo,13.3,Intel,8,Windows,Integrated,1399.99
Dell,15.6,Intel,32,Windows,Dedicated,1805.99
Dell,15.6,AMD,8,Windows,Integrated,1012.99
Dell,15.6,Intel,16,Windows,Integrated,1068.99
Dell,13.3,Intel,8,Windows,Integrated,839.99
Lenovo,14.0,Intel,16,Windows,Dedicated,1220.99
Dell,14.0,Intel,32,Windows,Integrated,1773.99
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,15.6,Intel,32,Windows,Integrated,1031.99
Lenovo,15.6,Intel,64,Windows,Dedicated,3199.0
Dell,16.0,AMD,32,Windows,Integrated,911.99
Dell,15.6,Intel,8,Windows,Dedicated,919.99
Dell,13.3,Intel,16,Windows,Integrated,692.99
HP,15.6,Intel,32,Windows,Integrated,2699.0
Dell,13.3,Other,16,Windows,Integrated,1275.81
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
ROKC,14.0,Intel,12,Windows,Integrated,469.99
HP,13.3,Intel,16,Windows,Integrated,1341.77
Dell,15.6,Intel,16,Windows,Integrated,1690.99
MSI,14.0,Intel,16,Windows,Integrated,936.79
MSI,15.6,Intel,32,Windows,Dedicated,2699.0
Dell,15.6,Intel,32,Windows,Integrated,1424.99
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,17.3,AMD,32,Windows,Integrated,2220.99
Dell,14.0,Intel,16,Windows,Integrated,956.99
Lenovo,14.0,Intel,8,Windows,Integrated,699.99
HP,14.0,Intel,4,Windows,Integrated,339.0
Dell,13.3,Other,8,Windows,Integrated,963.72
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,13.3,Intel,16,Windows,Integrated,1102.99
Dell,15.6,Intel,32,Windows,Integrated,677.99
Dell,15.6,Intel,8,Windows,Integrated,368.98
Apple,16.2,Other,64,MacOS,Integrated,4888.99
Dell,17.3,Intel,32,Windows,Dedicated,1744.99
Lenovo,11.6,Other,4,Windows,Dedicated,369.0
Dell,15.6,Intel,32,Windows,Dedicated,2999.0
Dell,17.0,Intel,64,Windows,Dedicated,3377.99
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
HP,15.6,Intel,6,Windows,Integrated,399.0
HP,15.6,AMD,16,Windows,Dedicated,1296.0
Dell,13.0,Intel,16,Windows,Integrated,1999.0
Dell,13.3,Intel,16,Windows,Integrated,1699.0
Dell,15.6,Intel,64,Windows,Integrated,1786.59
Dell,14.0,Intel,32,Windows,Dedicated,1929.95
Dell,18.0,Intel,16,Windows,Integrated,2214.99
Dell,14.0,Intel,64,Windows,Integrated,1689.99
HP,14.0,Intel,16,Windows,Integrated,2425.99
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Lenovo,14.0,Intel,16,Windows,Integrated,1099.0
Dell,17.0,Intel,16,Windows,Dedicated,2460.15
HP,16.0,Intel,32,Windows,Dedicated,2759.0
Dell,15.6,Intel,8,Windows,Integrated,1293.59
Dell,16.0,Intel,16,Windows,Dedicated,1799.0
HP,11.6,Other,2,Other,Integrated,228.0
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,15.6,Intel,32,Windows,Dedicated,1799.95
HP,15.6,Intel,64,Windows,Integrated,2499.0
Dell,18.0,Intel,32,Windows,Integrated,2340.99
HP,13.3,Intel,16,Windows,Integrated,2499.0
Dell,13.0,Intel,16,Windows,Integrated,1030.99
HP,15.6,Other,8,Windows,Dedicated,1699.0
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,17.3,Intel,16,Windows,Integrated,1657.21
MSI,15.6,Intel,16,Windows,Dedicated,928.68
Dell,14.0,Intel,64,Windows,Integrated,3239.89
Dell,15.6,Intel,16,Windows,Integrated,751.06
Asus,14.0,Intel,16,Windows,Dedicated,1799.0
Dell,17.3,Intel,32,Windows,Dedicated,3298.0
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Lenovo,14.0,Intel,8,Windows,Dedicated,949.0
Dell,11.6,Intel,16,Windows,Integrated,1159.95
Lenovo,13.3,Intel,16,Windows,Integrated,1799.0
Dell,13.3,Intel,8,Windows,Integrated,658.99
Dell,14.0,Intel,16,Windows,Integrated,787.99
Dell,14.0,Intel,16,Windows,Dedicated,2508.39
HP,13.3,Intel,8,Windows,Integrated,1399.0
Dell,17.3,Intel,32,Windows,Dedicated,1799.95
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,15.6,Intel,16,Windows,Integrated,1790.16
Dell,15.6,Intel,64,Windows,Integrated,753.11
Dell,15.6,Intel,16,Windows,Integrated,1169.77
Dell,15.6,Intel,8,Windows,Integrated,533.02
Lenovo,14.0,Intel,4,Windows,Integrated,750.0
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,13.4,Intel,32,Windows,Integrated,1799.0
HP,16.0,Intel,16,Windows,Dedicated,1764.96
HP,16.0,Intel,16,Windows,Integrated,1899.0
HP,15.6,Intel,12,Windows,Integrated,470.04
Dell,13.3,Intel,8,Windows,Integrated,730.99
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,13.3,Intel,8,Windows,Integrated,730.99
Dell,15.6,Intel,16,Windows,Integrated,412.98
HP,13.3,Intel,8,Windows,Integrated,929.0
Acer,15.6,Intel,16,Windows,Dedicated,1829.99
Dell,14.0,Intel,8,Windows,Integrated,672.99
HP,14.0,Intel,16,Windows,Integrated,2799.0
Dell,15.6,Intel,32,Windows,Dedicated,4000.0
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,64,Windows,Integrated,999.99
Asus,15.6,Intel,16,Windows,Dedicated,2299.0
HP,12.5,Intel,16,Windows,Integrated,322.98
MSI,17.3,Intel,32,Windows,Dedicated,3399.0
Lenovo,15.6,Intel,64,Windows,Dedicated,3799.0
Acer,15.6,AMD,8,Windows,Dedicated,1399.0
Dell,13.3,Intel,16,Windows,Integrated,843.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,15.6,Other,8,Windows,Integrated,877.99
Dell,15.6,AMD,32,Windows,Dedicated,1429.99
Dell,17.3,Intel,32,Windows,Integrated,1778.99
Dell,15.6,Intel,16,Windows,Integrated,943.69
Dell,18.0,Intel,64,Windows,Dedicated,2925.65
Lenovo,14.0,Intel,4,Windows,Integrated,377.91
Dell,17.3,Intel,64,Windows,Dedicated,3182.99
Dell,16.0,Intel,8,Windows,Dedicated,1421.99
Dell,17.3,Intel,64,Windows,Integrated,3329.99
Asus,15.6,Intel,8,Windows,Dedicated,1999.0
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,15.6,Intel,16,Windows,Integrated,649.99
ROKC,15.6,Other,20,Windows,Integrated,389.99
Dell,14.0,Intel,16,Windows,Integrated,823.99
Dell,18.0,Intel,64,Windows,Integrated,2693.24
Dell,15.6,Intel,64,Windows,Integrated,3034.99
Other,17.3,Intel,32,Windows,Dedicated,2299.95
Dell,13.0,Intel,16,Windows,Integrated,1030.99
Dell,14.0,Intel,16,Windows,Integrated,1056.99
HP,14.0,Intel,16,Windows,Integrated,319.98
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Lenovo,16.0,Intel,16,Windows,Dedicated,1304.1
Asus,17.3,Intel,16,Windows,Dedicated,3399.0
Dell,14.0,Intel,8,Windows,Integrated,1499.0
Dell,14.0,Intel,8,Windows,Integrated,899.95
Dell,15.6,Intel,32,Windows,Integrated,975.0
HP,15.6,Intel,16,Windows,Integrated,2199.0
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,15.6,Intel,16,Windows,Integrated,1162.99
HP,15.6,Intel,16,Windows,Integrated,1462.07
Other,14.0,Intel,32,Windows,Integrated,2699.0
Dell,16.0,Intel,16,Windows,Dedicated,2720.99
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,14.0,Intel,32,Windows,Integrated,1009.99
Asus,15.6,Intel,8,Windows,Dedicated,1199.0
Dell,14.0,Intel,64,Windows,Integrated,1470.99
Dell,15.6,Intel,16,Windows,Integrated,508.99
HP,16.0,Intel,16,Windows,Integrated,1351.42
HP,14.0,Intel,4,Chrome OS,Integrated,473.22
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,15.6,Intel,32,Windows,Integrated,1764.99
Dell,15.6,Other,16,Windows,Dedicated,919.99
Dell,15.6,Intel,64,Windows,Dedicated,2828.99
Other,17.3,Intel,32,Windows,Dedicated,2000.07
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,13.3,Intel,8,Windows,Integrated,680.0
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,15.6,Intel,16,Windows,Dedicated,2500.0
Dell,15.6,Intel,8,Windows,Integrated,959.99
LG,16.0,Intel,16,Windows,Integrated,1299.99
Dell,16.0,Intel,32,Windows,Integrated,1599.0
Lenovo,13.3,Intel,8,Windows,Integrated,800.0
Dell,13.3,Intel,8,Windows,Integrated,1087.37
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,13.0,Intel,16,Windows,Integrated,1568.39
MSI,15.6,Intel,16,Windows,Dedicated,1299.0
Dell,14.0,Intel,32,Windows,Integrated,1513.99
Dell,15.6,Intel,16,Windows,Integrated,975.99
Dell,16.0,Intel,32,Windows,Dedicated,1681.34
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,13.3,Intel,32,Windows,Integrated,1074.99
Acer,15.6,Intel,16,Windows,Dedicated,3399.0
Dell,15.6,AMD,12,Windows,Integrated,981.99
Dell,13.3,Intel,16,Windows,Dedicated,1273.99
Dell,17.3,Intel,32,Windows,Dedicated,2359.99
Dell,13.3,Intel,32,Windows,Integrated,966.99
Lenovo,15.6,Intel,16,Windows,Integrated,749.95
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,15.6,Intel,32,Windows,Integrated,1499.0
Dell,15.6,Intel,64,Windows,Dedicated,2376.99
Dell,17.3,Intel,64,Windows,Dedicated,3140.99
HP,17.3,Intel,64,Windows,Dedicated,2719.0
MSI,15.6,Intel,16,Windows,Dedicated,1799.0
Dell,15.6,Intel,16,Windows,Integrated,2192.99
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,15.6,Intel,4,Windows,Integrated,334.99
Other,15.6,AMD,32,Windows,Dedicated,1479.0
MSI,15.6,Intel,16,Windows,Dedicated,2199.0
Lenovo,15.6,Intel,8,Windows,Integrated,714.0
Asus,15.6,Intel,16,Windows,Dedicated,3499.99
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Acer,13.3,Other,4,Chrome OS,Integrated,209.99
Other,13.3,Intel,16,Windows,Dedicated,1649.95
Dell,17.0,Intel,32,Windows,Dedicated,2188.3
Dell,14.0,AMD,64,Windows,Integrated,959.99
Dell,14.0,Intel,16,Windows,Integrated,1195.0
Dell,14.0,Intel,16,Windows,Integrated,1725.99
Dell,15.6,Intel,32,Windows,Dedicated,3395.19
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Lenovo,14.0,Intel,16,Windows,Integrated,869.99
Dell,14.0,Intel,8,Windows,Dedicated,724.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,14.0,Intel,16,Windows,Integrated,1681.96
Dell,15.6,Intel,8,Windows,Dedicated,1385.56
Dell,13.3,Intel,16,Windows,Integrated,1299.99
Dell,14.0,Intel,32,Windows,Integrated,1599.0
Dell,14.0,Intel,16,Windows,Integrated,1222.99
Dell,14.0,Intel,16,Windows,Integrated,980.99
Dell,17.3,Intel,32,Windows,Dedicated,1744.99
HP,14.0,Intel,64,Windows,Integrated,2249.99
Dell,13.3,Intel,8,Windows,Integrated,1199.81
ROKC,15.6,Intel,20,Windows,Integrated,389.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,17.3,Intel,32,Windows,Dedicated,1744.99
HP,14.0,Intel,64,Windows,Integrated,2249.99
Dell,13.3,Intel,8,Windows,Integrated,1199.81
Dell,15.6,Intel,16,Windows,Integrated,1853.99
Dell,13.3,Intel,16,Windows,Integrated,1493.99
Dell,14.0,Intel,16,Windows,Integrated,2099.0
Dell,15.6,Intel,8,Windows,Integrated,899.81
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,14.0,Intel,8,Windows,Integrated,899.99
Lenovo,15.6,Intel,8,Windows,Integrated,550.0
Lenovo,14.0,Intel,16,Windows,Dedicated,1049.0
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Lenovo,14.0,Intel,16,Windows,Dedicated,1049.0
Dell,15.6,Intel,64,Windows,Dedicated,1799.81
HP,11.6,Intel,8,Windows,Integrated,657.24
Dell,13.4,Intel,16,Windows,Integrated,1304.99
Lenovo,14.0,Intel,16,Windows,Dedicated,1339.24
Dell,15.6,Intel,64,Windows,Integrated,2622.99
Acer,14.0,Intel,16,Windows,Dedicated,925.0
Lenovo,14.0,AMD,8,Windows,Integrated,699.0
ROKC,15.6,Intel,20,Windows,Integrated,389.99
