brand,screen_size,cpu,ram,OS,graphics,price
Lenovo,16.0,Intel,16,Windows,Dedicated,1851.99
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Samsung,11.6,Other,4,Chrome OS,Integrated,249.49
Dell,15.6,Intel,32,Windows,Dedicated,2409.99
Lenovo,11.6,Other,4,Chrome OS,Integrated,229.0
Dell,16.0,Intel,32,Windows,Integrated,899.99
ROKC,14.0,Intel,8,Windows,Integrated,589.99
HP,15.6,Intel,64,Windows,Integrated,999.99
Dell,14.0,Intel,16,Windows,Dedicated,2472.99
Dell,15.0,Intel,32,Other,Integrated,1999.95
LG,16.0,Intel,16,Windows,Integrated,1919.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
HP,15.6,Intel,64,Windows,Integrated,999.99
Dell,16.0,AMD,64,Windows,Integrated,1317.06
Acer,15.6,Intel,32,Windows,Dedicated,2129.99
Dell,15.6,Intel,16,Windows,Dedicated,1514.09
ROKC,14.0,Intel,8,Windows,Integrated,589.99
HP,15.6,Intel,64,Windows,Integrated,999.99
LG,15.6,Intel,8,Windows,Integrated,999.99
Dell,17.0,Intel,16,Windows,Dedicated,2179.05
ROKC,14.0,Intel,8,Windows,Integrated,589.99
HP,15.6,Intel,64,Windows,Integrated,999.99
Lenovo,14.0,Intel,16,Windows,Dedicated,2426.99
Other,13.5,Intel,16,Windows,Integrated,1499.99
Dell,15.6,Intel,16,Windows,Integrated,1436.81
Dell,13.3,AMD,12,Windows,Integrated,795.0
HP,14.0,Intel,4,Windows,Integrated,328.58
Dell,15.6,Intel,8,Windows,Integrated,1443.6
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Acer,11.6,Other,1,Chrome OS,Integrated,295.4
Dell,13.3,Intel,8,Windows,Integrated,729.0
HP,12.5,Intel,8,Windows,Integrated,209.98
Dell,14.0,Intel,32,Windows,Integrated,1652.99
Lenovo,15.6,Intel,8,Windows,Dedicated,1920.57
Dell,14.0,Intel,16,Windows,Integrated,544.0
Dell,16.0,Intel,32,Windows,Integrated,899.99
ROKC,14.0,Intel,8,Windows,Integrated,589.99
HP,15.6,Intel,64,Windows,Integrated,999.99
HP,13.3,Intel,16,Windows,Integrated,2099.0
Dell,16.0,AMD,16,Windows,Integrated,854.86
Lenovo,16.0,AMD,16,Windows,Dedicated,1007.0
Lenovo,14.0,Intel,32,Windows,Integrated,1644.31
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Lenovo,14.0,AMD,16,Windows,Integrated,1131.06
HP,12.5,Intel,16,Windows,Integrated,307.98
MSI,14.0,Intel,8,Windows,Integrated,699.0
Dell,15.6,Intel,8,Windows,Dedicated,529.95
Dell,16.0,Intel,32,Windows,Integrated,899.99
ROKC,14.0,Intel,8,Windows,Integrated,589.99
HP,15.6,Intel,64,Windows,Integrated,999.99
Dell,16.0,AMD,16,Windows,Integrated,854.86
LG,17.0,Intel,8,Windows,Integrated,1469.99
HP,15.6,Intel,16,Windows,Integrated,2299.0
MSI,17.3,Intel,64,Windows,Dedicated,2569.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
HP,15.6,Intel,64,Windows,Integrated,999.99
Dell,14.0,Intel,16,Windows,Dedicated,1652.68
Asus,15.6,Intel,12,Windows,Integrated,479.0
Dell,15.6,Intel,32,Windows,Dedicated,1681.29
Acer,14.0,Intel,16,Windows,Integrated,599.99
ROKC,14.0,Intel,8,Windows,Integrated,589.99
HP,15.6,Intel,64,Windows,Integrated,999.99
Other,14.0,Intel,8,Windows,Integrated,749.89
Lenovo,14.0,Intel,12,Windows,Integrated,1049.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
HP,15.6,Intel,64,Windows,Integrated,999.99
Dell,15.6,Intel,16,Windows,Integrated,342.98
Samsung,11.6,Intel,2,Chrome OS,Integrated,85.0
Dell,14.0,Intel,16,Windows,Integrated,339.0
Dell,15.6,Intel,4,Windows,Integrated,249.95
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,14.0,Intel,16,Windows,Dedicated,1770.16
Dell,14.0,Intel,64,Windows,Integrated,993.23
HP,14.0,Intel,4,Windows,Integrated,252.98
Dell,14.0,Intel,32,Windows,Dedicated,999.66
Lenovo,13.0,Intel,16,Windows,Dedicated,1504.08
Dell,16.0,Intel,32,Windows,Integrated,899.99
ROKC,14.0,Intel,8,Windows,Integrated,589.99
HP,15.6,Intel,64,Windows,Integrated,999.99
Dell,14.0,Other,8,Windows,Integrated,540.0
Acer,15.6,Intel,8,Windows,Integrated,436.11
Lenovo,15.6,Intel,12,Windows,Integrated,458.14
Acer,16.0,Intel,16,Windows,Dedicated,1849.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
HP,15.6,Intel,64,Windows,Integrated,999.99
Dell,14.0,Intel,16,Windows,Dedicated,1713.59
Lenovo,13.3,Intel,16,Windows,Dedicated,1730.95
HP,15.6,Other,4,Windows,Integrated,288.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
HP,15.6,Intel,64,Windows,Integrated,999.99
Dell,15.6,Intel,32,Windows,Integrated,714.34
Dell,14.0,Intel,64,Windows,Dedicated,1406.04
Lenovo,16.0,Intel,16,Windows,Dedicated,1960.77
ROKC,14.0,Intel,8,Windows,Integrated,589.99
HP,15.6,Intel,64,Windows,Integrated,999.99
Acer,11.6,Other,16,Chrome OS,Integrated,159.95
Other,17.0,Intel,64,Windows,Dedicated,2199.99
Dell,14.0,Intel,64,Windows,Integrated,1419.92
MSI,17.3,Intel,32,Windows,Dedicated,3599.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
HP,15.6,Intel,64,Windows,Integrated,999.99
HP,13.3,Intel,16,Windows,Integrated,1499.0
Dell,15.6,Intel,16,Windows,Dedicated,1734.21
Dell,15.6,Intel,16,Windows,Integrated,873.93
Dell,14.1,Other,16,Windows,Dedicated,89.99
Dell,16.0,Intel,32,Windows,Dedicated,1385.98
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
LG,17.0,Intel,16,Windows,Integrated,1515.03
Other,14.0,Other,8,Chrome OS,Dedicated,417.99
Dell,16.0,Intel,24,Windows,Dedicated,1193.72
HP,15.6,Other,16,Windows,Integrated,425.99
HP,14.0,Intel,16,Windows,Dedicated,1796.25
Dell,13.4,Intel,16,Windows,Integrated,1101.49
Dell,16.0,Intel,32,Windows,Integrated,899.99
ROKC,14.0,Intel,8,Windows,Integrated,589.99
HP,15.6,Intel,64,Windows,Integrated,999.99
HP,11.6,Other,4,Windows,Dedicated,401.99
Dell,14.0,Intel,16,Windows,Integrated,1699.0
Dell,11.6,Other,4,Windows,Dedicated,287.99
Dell,14.0,Intel,16,Windows,Integrated,2108.4
Dell,14.0,Other,4,Chrome OS,Dedicated,361.65
HP,14.0,Intel,16,Windows,Dedicated,1659.99
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,15.6,Intel,16,Windows,Integrated,879.0
Dell,13.3,Intel,16,Windows,Integrated,1399.81
HP,14.0,Intel,16,Windows,Dedicated,1963.3
Dell,11.6,AMD,4,Windows,Dedicated,289.0
LG,14.0,Intel,16,Windows,Dedicated,1699.99
Lenovo,17.3,AMD,64,Windows,Dedicated,2899.0
Dell,15.0,Intel,16,Windows,Dedicated,1523.03
Dell,13.3,Intel,8,Windows,Integrated,545.0
Dell,16.0,Intel,32,Windows,Integrated,899.99
ROKC,14.0,Intel,8,Windows,Integrated,589.99
HP,15.6,Intel,64,Windows,Integrated,999.99
Acer,11.6,Other,8,Chrome OS,Dedicated,485.99
Dell,17.3,Intel,16,Windows,Dedicated,1998.77
Lenovo,14.0,Intel,8,Windows,Integrated,844.65
Dell,14.0,Intel,32,Windows,Integrated,2668.91
Dell,14.0,Intel,8,Windows,Dedicated,569.77
Dell,15.6,Intel,16,Windows,Dedicated,1599.77
ROKC,14.0,Intel,8,Windows,Integrated,589.99
HP,15.6,Intel,64,Windows,Integrated,999.99
HP,13.3,Intel,8,Windows,Dedicated,905.27
HP,14.0,Other,4,Chrome OS,Integrated,169.0
Lenovo,15.6,Intel,8,Windows,Dedicated,799.0
Dell,15.6,Intel,64,Windows,Dedicated,3245.46
Dell,15.6,Intel,8,Windows,Integrated,266.98
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,15.6,Intel,32,Windows,Dedicated,1244.95
Dell,16.0,Intel,32,Windows,Dedicated,1269.99
Lenovo,15.6,Intel,16,Windows,Integrated,1171.31
Dell,16.0,Intel,32,Windows,Integrated,899.99
ROKC,14.0,Intel,8,Windows,Integrated,589.99
HP,15.6,Intel,64,Windows,Integrated,999.99
Dell,14.0,Intel,16,Windows,Integrated,1557.79
Dell,11.6,Intel,8,Windows,Integrated,899.95
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,14.0,Other,8,Windows,Integrated,540.0
Acer,15.6,Intel,8,Windows,Integrated,436.11
Lenovo,15.6,Intel,12,Windows,Integrated,458.14
Acer,16.0,Intel,16,Windows,Dedicated,1849.0
Lenovo,15.6,Intel,8,Windows,Integrated,699.99
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,17.0,Intel,64,Windows,Dedicated,3799.0
Dell,13.3,Intel,8,Windows,Integrated,807.99
Lenovo,15.6,Intel,16,Windows,Integrated,369.95
Lenovo,16.0,AMD,32,Windows,Dedicated,2399.99
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,15.6,Intel,32,Windows,Integrated,714.34
Dell,14.0,Intel,64,Windows,Dedicated,1406.04
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Acer,11.6,Other,16,Chrome OS,Integrated,159.95
Other,17.0,Intel,64,Windows,Dedicated,2199.99
Dell,14.0,Intel,64,Windows,Integrated,1419.92
MSI,17.3,Intel,32,Windows,Dedicated,3599.0
Dell,15.6,Intel,16,Windows,Integrated,809.0
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
HP,14.0,Other,4,Windows,Integrated,228.0
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
HP,13.3,Intel,16,Windows,Integrated,1499.0
Dell,15.6,Intel,16,Windows,Dedicated,1734.21
Dell,15.6,Intel,16,Windows,Integrated,873.93
Dell,14.1,Other,16,Windows,Dedicated,89.99
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,16.0,Intel,32,Windows,Dedicated,1385.98
LG,17.0,Intel,16,Windows,Integrated,1515.03
Other,14.0,Other,8,Chrome OS,Dedicated,417.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,13.4,Intel,16,Windows,Integrated,1101.34
HP,11.6,Other,4,Windows,Dedicated,401.99
Dell,14.0,Intel,16,Windows,Integrated,1699.0
Dell,11.6,Other,4,Windows,Dedicated,287.99
Dell,14.0,Intel,16,Windows,Integrated,2108.4
Dell,14.0,Other,4,Chrome OS,Dedicated,361.65
HP,14.0,Intel,16,Windows,Dedicated,1659.99
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,15.6,Intel,16,Windows,Integrated,879.0
Dell,13.3,Intel,16,Windows,Integrated,1399.81
HP,14.0,Intel,16,Windows,Dedicated,1963.3
Dell,11.6,AMD,4,Windows,Dedicated,289.0
LG,14.0,Intel,16,Windows,Dedicated,1699.99
Lenovo,17.3,AMD,64,Windows,Dedicated,2899.0
Dell,15.0,Intel,16,Windows,Dedicated,1523.03
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,13.3,Intel,8,Windows,Integrated,545.0
Acer,11.6,Other,8,Chrome OS,Dedicated,485.99
Dell,17.3,Intel,16,Windows,Dedicated,1998.77
Lenovo,14.0,Intel,8,Windows,Integrated,844.65
Dell,14.0,Intel,32,Windows,Integrated,2668.91
Dell,14.0,Intel,8,Windows,Dedicated,569.77
Dell,15.6,Intel,16,Windows,Dedicated,1599.77
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,13.3,Intel,8,Windows,Integrated,1129.99
HP,13.3,Intel,8,Windows,Dedicated,905.27
HP,14.0,Other,4,Chrome OS,Integrated,169.0
Lenovo,15.6,Intel,8,Windows,Dedicated,799.0
Dell,15.6,Intel,64,Windows,Dedicated,3245.46
Dell,15.6,Intel,8,Windows,Integrated,266.98
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,15.6,Intel,32,Windows,Dedicated,1244.95
Dell,16.0,Intel,32,Windows,Dedicated,1269.99
Lenovo,15.6,Intel,16,Windows,Integrated,1171.31
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,14.0,Intel,8,Windows,Integrated,696.99
Dell,14.0,Intel,32,Windows,Integrated,880.62
ROKC,15.6,Intel,20,Windows,Integrated,639.99
HP,15.6,Intel,16,Windows,Integrated,289.95
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Other,17.3,Intel,32,Windows,Dedicated,5599.0
Lenovo,14.0,Intel,8,Windows,Integrated,616.99
Asus,14.0,Other,4,Windows,Integrated,432.99
Dell,13.4,Intel,32,Windows,Integrated,1150.99
Acer,15.6,AMD,4,Chrome OS,Integrated,344.0
MSI,14.0,Intel,16,Windows,Integrated,1025.01
Dell,13.0,Intel,8,Windows,Integrated,655.99
Asus,15.6,Intel,32,Windows,Dedicated,1789.0
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,14.0,Intel,16,Windows,Integrated,879.84
HP,14.0,Intel,16,Windows,Dedicated,791.79
Dell,15.6,Intel,64,Windows,Dedicated,2175.86
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Lenovo,14.0,Intel,16,Windows,Integrated,1470.77
Dell,15.6,Intel,8,Windows,Dedicated,1531.28
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Acer,14.0,Other,4,Windows,Integrated,275.0
MSI,17.3,Intel,32,Windows,Dedicated,1666.47
LG,17.0,Intel,16,Windows,Integrated,1850.52
Dell,14.0,Intel,16,Windows,Dedicated,1626.18
Dell,18.0,Intel,32,Windows,Integrated,3098.97
Dell,17.0,Intel,64,Windows,Dedicated,3498.77
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,15.6,Intel,16,Windows,Integrated,890.77
Dell,15.6,AMD,32,Windows,Integrated,835.57
Dell,17.3,Intel,64,Windows,Integrated,3273.54
Acer,14.0,Intel,16,Windows,Integrated,1099.99
Dell,15.6,Other,4,Chrome OS,Dedicated,129.0
Lenovo,14.0,Intel,16,Windows,Integrated,1379.99
Lenovo,14.0,Intel,16,Windows,Integrated,999.0
Dell,16.0,Intel,32,Windows,Integrated,2199.99
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Lenovo,14.0,Other,16,Windows,Dedicated,743.92
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,15.6,Intel,8,Windows,Dedicated,739.41
Dell,14.0,Intel,16,Windows,Integrated,1264.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,13.3,Intel,8,Windows,Integrated,999.0
Acer,15.6,Intel,64,Windows,Integrated,1319.99
Lenovo,14.0,Intel,8,Windows,Dedicated,1188.25
Dell,13.4,Intel,16,Windows,Integrated,1351.34
Dell,14.0,Intel,16,Windows,Integrated,1399.99
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,14.0,Intel,16,Windows,Dedicated,1817.07
HP,14.0,Intel,16,Windows,Integrated,1699.0
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Lenovo,15.6,Other,4,Windows,Dedicated,324.86
Dell,15.6,Intel,16,Windows,Dedicated,1659.96
Dell,13.3,Intel,16,Windows,Dedicated,1376.99
HP,15.6,AMD,16,Windows,Dedicated,1147.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
LG,16.0,Intel,16,Windows,Integrated,999.0
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,14.0,Intel,16,Windows,Integrated,1899.0
Dell,14.0,Intel,32,Windows,Dedicated,2070.75
HP,15.6,Other,4,Other,Integrated,376.21
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Lenovo,11.6,AMD,4,Windows,Dedicated,298.95
HP,15.6,Other,8,Windows,Integrated,1858.99
MSI,17.3,Intel,16,Windows,Dedicated,1989.33
Asus,15.6,AMD,8,Windows,Integrated,419.99
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
HP,16.0,AMD,16,Windows,Dedicated,2152.78
Dell,17.3,Intel,32,Windows,Dedicated,1245.49
Dell,13.3,Intel,8,Windows,Integrated,740.98
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,15.6,Intel,16,Windows,Dedicated,1827.69
Acer,15.6,Intel,4,Windows,Integrated,449.99
Asus,15.6,Other,8,Windows,Dedicated,399.99
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Acer,15.6,Intel,32,Windows,Integrated,1049.99
Dell,15.6,AMD,64,Windows,Integrated,971.04
Dell,17.0,Intel,32,Windows,Dedicated,1589.0
Lenovo,15.6,Intel,8,Windows,Dedicated,1002.26
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Dell,15.6,Intel,16,Windows,Integrated,310.98
Dell,16.0,Intel,64,Windows,Integrated,4277.34
Asus,14.0,Intel,4,Chrome OS,Integrated,135.49
Dell,13.3,Intel,16,Windows,Integrated,1099.99
Acer,14.0,Intel,8,Windows,Integrated,1518.88
HP,15.6,Intel,16,Windows,Integrated,849.49
Acer,11.0,Other,8,Chrome OS,Integrated,379.99
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Other,17.0,Intel,64,Windows,Dedicated,4999.0
Lenovo,13.3,AMD,8,Windows,Integrated,649.49
Dell,15.6,Intel,16,Windows,Dedicated,1598.0
Dell,13.3,Intel,16,Windows,Integrated,1239.77
Acer,16.0,Intel,16,Windows,Dedicated,1249.0
Dell,18.0,Intel,64,Windows,Integrated,2951.99
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Asus,14.0,Intel,16,Windows,Dedicated,2499.0
Other,17.3,Intel,32,Windows,Dedicated,1594.95
HP,14.0,Other,16,Chrome OS,Integrated,245.01
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,14.0,Intel,16,Windows,Integrated,1659.67
Acer,15.6,Intel,4,Chrome OS,Integrated,429.99
HP,17.3,Intel,16,Windows,Dedicated,2299.0
Lenovo,14.0,Other,5,Windows,Dedicated,1149.0
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Samsung,15.6,Intel,16,Windows,Integrated,1299.0
Dell,18.0,Intel,32,Windows,Integrated,2629.98
Dell,15.6,Intel,16,Windows,Integrated,2399.0
Dell,15.6,Intel,32,Windows,Dedicated,2000.98
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Acer,15.6,Intel,8,Windows,Dedicated,519.0
HP,15.6,Intel,8,Windows,Integrated,1999.0
Dell,14.0,Intel,8,Windows,Integrated,600.49
Dell,13.4,Intel,32,Windows,Integrated,1895.92
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Other,14.0,Intel,16,Windows,Integrated,737.99
Other,15.6,Intel,8,Windows,Integrated,222.88
HP,14.0,Intel,16,Windows,Dedicated,1237.1
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
Dell,15.6,Other,16,Windows,Dedicated,1288.88
Dell,15.6,Intel,16,Windows,Dedicated,1271.26
Dell,15.6,Intel,16,Windows,Integrated,1673.48
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
Dell,16.0,Intel,32,Windows,Integrated,899.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
MSI,15.66,Intel,32,Windows,Dedicated,1599.0
MSI,15.6,Intel,32,Windows,Dedicated,1699.0
ROKC,14.0,Intel,8,Windows,Integrated,589.99
Asus,15.6,AMD,8,Windows,Dedicated,848.88
MSI,15.6,Intel,32,Windows,Dedicated,2591.48
Lenovo,14.0,Intel,8,Windows,Integrated,739.99
Lenovo,15.6,Intel,16,Windows,Integrated,838.7
Dell,14.0,Other,16,Windows,Integrated,1432.8
ROKC,15.6,Intel,20,Windows,Integrated,389.99
HP,14.0,Other,16,Windows,Integrated,389.99
HP,15.6,Intel,16,Windows,Integrated,459.99
HP,15.6,Intel,16,Windows,Integrated,2999.0
Dell,12.3,Intel,16,Windows,Integrated,999.0
HP,14.0,Intel,16,Windows,Dedicated,778.0
Dell,14.0,Intel,4,Windows,Integrated,180.0
Lenovo,14.0,Intel,16,Windows,Dedicated,1467.99
Dell,15.6,Intel,8,Windows,Dedicated,784.09
HP,15.6,Intel,64,Windows,Integrated,999.99
ROKC,15.6,Intel,20,Windows,Integrated,639.99
